,lat1,long1,lat2,long2,lat3,long3,lat4,long4,lat5,long5,NCP_cur,PNpop_c_norm,pop,PN,country
6492,-80.0,-1.0,-81.0,-1.0,-81.0,0.0,-80.0,0.0,-80.0,-1.0,3.4846429402629533,0.03153887686092347,high,high,Ecuador
6493,-79.0,-1.0,-80.0,-1.0,-80.0,0.0,-79.0,0.0,-79.0,-1.0,9.57712282737096,0.02757655939515951,high,high,Ecuador
6494,-78.0,-1.0,-79.0,-1.0,-79.0,0.0,-78.0,0.0,-78.0,-1.0,15.744224687417349,0.029575948887662146,high,medium,Ecuador
6495,-77.0,-1.0,-78.0,-1.0,-78.0,0.0,-77.0,0.0,-77.0,-1.0,38.30767869949341,0.00417526156255694,low,low,Ecuador
6496,-76.0,-1.0,-77.0,-1.0,-77.0,0.0,-76.0,0.0,-76.0,-1.0,8.091836422681808,0.0020344656439508597,lowest,medium,Ecuador
6498,-74.0,-1.0,-75.0,-1.0,-75.0,0.0,-74.0,0.0,-74.0,-1.0,80.74361483256021,0.00019292570108438533,lowest,lowest,Colombia
6508,-47.0,-1.0,-48.0,-1.0,-48.0,0.0,-47.0,0.0,-47.0,-1.0,98.95546237627664,0.01735449776225664,high,lowest,Brazil
6511,11.0,-1.0,10.0,-1.0,10.0,0.0,11.0,0.0,11.0,-1.0,99.80615377426147,0.0017215784291918564,low,lowest,Gabon
6514,15.0,-1.0,14.0,-1.0,14.0,0.0,15.0,0.0,15.0,-1.0,98.92822901407877,0.0014023276866262423,lowest,lowest,Congo
6515,16.0,-1.0,15.0,-1.0,15.0,0.0,16.0,0.0,16.0,-1.0,99.85031684239706,0.001433065906165133,lowest,lowest,Congo
6517,18.0,-1.0,17.0,-1.0,17.0,0.0,18.0,0.0,18.0,-1.0,91.690460840861,0.004499155505357891,low,lowest,Congo
6524,26.0,-1.0,25.0,-1.0,25.0,0.0,26.0,0.0,26.0,-1.0,99.98067617416382,0.0023757094849442177,low,lowest,Democratic Republic of the Congo
6525,27.0,-1.0,26.0,-1.0,26.0,0.0,27.0,0.0,27.0,-1.0,46.821339925130204,0.0037834655340907796,low,lowest,Democratic Republic of the Congo
6526,30.0,-1.0,29.0,-1.0,29.0,0.0,30.0,0.0,30.0,-1.0,56.40442272027334,0.06716620741503032,lowest,medium,Democratic Republic of the Congo
6527,31.0,-1.0,30.0,-1.0,30.0,0.0,31.0,0.0,31.0,-1.0,5.8701589703559875,0.07633893081732486,lowest,high,Uganda
6528,32.0,-1.0,31.0,-1.0,31.0,0.0,32.0,0.0,32.0,-1.0,9.161104013522465,0.043366605828591656,lowest,high,Uganda
6529,33.0,-1.0,32.0,-1.0,32.0,0.0,33.0,0.0,33.0,-1.0,57.29963183403015,0.0013457210578515894,lowest,low,Uganda
6530,35.0,-1.0,34.0,-1.0,34.0,0.0,35.0,0.0,35.0,-1.0,2.006403636187315,0.13043597565100815,highest,high,Kenya
6531,36.0,-1.0,35.0,-1.0,35.0,0.0,36.0,0.0,36.0,-1.0,3.442158984641234,0.0637759568601127,highest,high,Kenya
6532,37.0,-1.0,36.0,-1.0,36.0,0.0,37.0,0.0,37.0,-1.0,7.566457365949948,0.1935103243810315,highest,medium,Kenya
6533,38.0,-1.0,37.0,-1.0,37.0,0.0,38.0,0.0,38.0,-1.0,2.677302683393161,0.09215780547683632,highest,medium,Kenya
6534,39.0,-1.0,38.0,-1.0,38.0,0.0,39.0,0.0,39.0,-1.0,4.197116382420063,0.012775971623618439,lowest,medium,Kenya
6535,40.0,-1.0,39.0,-1.0,39.0,0.0,40.0,0.0,40.0,-1.0,2.846013816694419,0.005835247269626304,medium,low,Kenya
6536,41.0,-1.0,40.0,-1.0,40.0,0.0,41.0,0.0,41.0,-1.0,24.27094429731369,0.0017040804681506363,low,low,Kenya
6537,42.0,-1.0,41.0,-1.0,41.0,0.0,42.0,0.0,42.0,-1.0,0.09535858989693224,0.0030873403163608855,low,medium,Somalia
6538,43.0,-1.0,42.0,-1.0,42.0,0.0,43.0,0.0,43.0,-1.0,0.6571739756812651,0.0019361180221763156,lowest,medium,Somalia
6540,100.0,-1.0,99.0,-1.0,99.0,0.0,100.0,0.0,100.0,-1.0,34.45611695448558,0.0006365976200967811,lowest,high,Indonesia
6541,101.0,-1.0,100.0,-1.0,100.0,0.0,101.0,0.0,101.0,-1.0,12.854162355264029,0.07646943569207446,lowest,high,Indonesia
6542,102.0,-1.0,101.0,-1.0,101.0,0.0,102.0,0.0,102.0,-1.0,49.835998813311264,0.027308165662568704,lowest,high,Indonesia
6543,103.0,-1.0,102.0,-1.0,102.0,0.0,103.0,0.0,103.0,-1.0,51.28564635912577,0.024789115153687,lowest,highest,Indonesia
6544,104.0,-1.0,103.0,-1.0,103.0,0.0,104.0,0.0,104.0,-1.0,78.89731526374817,0.017026529565633993,lowest,high,Indonesia
6545,105.0,-1.0,104.0,-1.0,104.0,0.0,105.0,0.0,105.0,-1.0,98.96433552106222,0.0035732608919653037,low,low,Indonesia
6546,110.0,-1.0,109.0,-1.0,109.0,0.0,110.0,0.0,110.0,-1.0,79.86897230148315,0.011050075176840214,lowest,high,Indonesia
6547,111.0,-1.0,110.0,-1.0,110.0,0.0,111.0,0.0,111.0,-1.0,74.67701832453409,0.00863975602474567,lowest,high,Indonesia
6548,112.0,-1.0,111.0,-1.0,111.0,0.0,112.0,0.0,112.0,-1.0,53.25201551119486,0.0037717856869582136,lowest,high,Indonesia
6549,113.0,-1.0,112.0,-1.0,112.0,0.0,113.0,0.0,113.0,-1.0,60.44096748034159,0.005927958489922672,lowest,high,Indonesia
6550,114.0,-1.0,113.0,-1.0,113.0,0.0,114.0,0.0,114.0,-1.0,98.45859805742899,0.004442310564337402,low,medium,Indonesia
6551,115.0,-1.0,114.0,-1.0,114.0,0.0,115.0,0.0,115.0,-1.0,87.1781567732493,0.004963200900185608,lowest,high,Indonesia
6552,116.0,-1.0,115.0,-1.0,115.0,0.0,116.0,0.0,116.0,-1.0,78.77556880315146,0.0007779519597946202,lowest,high,Indonesia
6553,117.0,-1.0,116.0,-1.0,116.0,0.0,117.0,0.0,117.0,-1.0,64.65274095535278,0.027830747729973807,high,high,Indonesia
6554,118.0,-1.0,117.0,-1.0,117.0,0.0,118.0,0.0,118.0,-1.0,60.19436319669088,0.02314891016629163,high,high,Indonesia
6555,120.0,-1.0,119.0,-1.0,119.0,0.0,120.0,0.0,120.0,-1.0,69.1047171751658,0.0180335975910252,high,medium,Indonesia
6556,121.0,-1.0,120.0,-1.0,120.0,0.0,121.0,0.0,121.0,-1.0,84.5811128616333,0.007114695888471772,medium,medium,Indonesia
6557,122.0,-1.0,121.0,-1.0,121.0,0.0,122.0,0.0,122.0,-1.0,88.51580421129862,0.0039624278249165866,low,medium,Indonesia
6558,123.0,-1.0,122.0,-1.0,122.0,0.0,123.0,0.0,123.0,-1.0,90.80286622047424,0.007122511978514957,medium,medium,Indonesia
6559,124.0,-1.0,123.0,-1.0,123.0,0.0,124.0,0.0,124.0,-1.0,93.66470177968344,0.0040438886877524555,low,medium,Indonesia
6560,132.0,-1.0,131.0,-1.0,131.0,0.0,132.0,0.0,132.0,-1.0,95.01812855402628,0.008224977079077081,medium,low,Indonesia
6562,134.0,-1.0,133.0,-1.0,133.0,0.0,134.0,0.0,134.0,-1.0,99.47011868158975,0.0033228107148232733,low,low,Indonesia
6563,135.0,-1.0,134.0,-1.0,134.0,0.0,135.0,0.0,135.0,-1.0,96.75233562787375,0.0011098709147088642,lowest,lowest,Indonesia
6565,-80.0,-2.0,-81.0,-2.0,-81.0,-1.0,-80.0,-1.0,-80.0,-2.0,16.527875761191048,0.05006453485808319,highest,medium,Ecuador
6566,-79.0,-2.0,-80.0,-2.0,-80.0,-1.0,-79.0,-1.0,-79.0,-2.0,13.632786522308985,0.06585987797865496,highest,high,Ecuador
6567,-78.0,-2.0,-79.0,-2.0,-79.0,-1.0,-78.0,-1.0,-78.0,-2.0,2.953808940947056,0.018833764964819817,high,medium,Ecuador
6568,-77.0,-2.0,-78.0,-2.0,-78.0,-1.0,-77.0,-1.0,-77.0,-2.0,72.2434918085734,0.0020512876245691114,low,lowest,Ecuador
6576,-53.0,-2.0,-54.0,-2.0,-54.0,-1.0,-53.0,-1.0,-53.0,-2.0,99.98527566591898,0.001323534412016485,lowest,lowest,Brazil
6578,-48.0,-2.0,-49.0,-2.0,-49.0,-1.0,-48.0,-1.0,-48.0,-2.0,94.072957833608,0.05497189981607514,highest,low,Brazil
6579,-47.0,-2.0,-48.0,-2.0,-48.0,-1.0,-47.0,-1.0,-47.0,-2.0,51.29140317440033,0.009707780774654708,medium,low,Brazil
6580,-46.0,-2.0,-47.0,-2.0,-47.0,-1.0,-46.0,-1.0,-46.0,-2.0,84.12287831306458,0.0037495996248920796,low,lowest,Brazil
6583,12.0,-2.0,11.0,-2.0,11.0,-1.0,12.0,-1.0,12.0,-2.0,81.44174019495645,0.0020702857803912493,low,lowest,Gabon
6584,14.0,-2.0,13.0,-2.0,13.0,-1.0,14.0,-1.0,14.0,-2.0,99.00367259979248,0.007410245139560277,medium,lowest,Gabon
6585,15.0,-2.0,14.0,-2.0,14.0,-1.0,15.0,-1.0,15.0,-2.0,74.3032475312551,0.0016813941392469054,low,lowest,Congo
6586,16.0,-2.0,15.0,-2.0,15.0,-1.0,16.0,-1.0,16.0,-2.0,92.10697611172995,0.0015464228420133213,low,lowest,Congo
6587,17.0,-2.0,16.0,-2.0,16.0,-1.0,17.0,-1.0,17.0,-2.0,87.38071918487549,0.006802515750006271,medium,lowest,Congo
6588,18.0,-2.0,17.0,-2.0,17.0,-1.0,18.0,-1.0,18.0,-2.0,66.79078936576843,0.005332655220996031,medium,lowest,Democratic Republic of the Congo
6589,19.0,-2.0,18.0,-2.0,18.0,-1.0,19.0,-1.0,19.0,-2.0,98.80137046178183,0.004826438546866488,medium,lowest,Democratic Republic of the Congo
6593,29.0,-2.0,28.0,-2.0,28.0,-1.0,29.0,-1.0,29.0,-2.0,81.85624480247498,0.04084351951555905,highest,low,Democratic Republic of the Congo
6594,30.0,-2.0,29.0,-2.0,29.0,-1.0,30.0,-1.0,30.0,-2.0,7.281968990961711,0.19198109643976363,lowest,highest,Rwanda
6595,31.0,-2.0,30.0,-2.0,30.0,-1.0,31.0,-1.0,31.0,-2.0,0.45744161276767653,0.1493669841013872,lowest,highest,Rwanda
6596,32.0,-2.0,31.0,-2.0,31.0,-1.0,32.0,-1.0,32.0,-2.0,21.886574725310005,0.03283694387727513,highest,medium,United Republic of Tanzania
6597,33.0,-2.0,32.0,-2.0,32.0,-1.0,33.0,-1.0,33.0,-2.0,1.5155167939762273,0.010883697487522579,medium,lowest,United Republic of Tanzania
6598,34.0,-2.0,33.0,-2.0,33.0,-1.0,34.0,-1.0,34.0,-2.0,2.1045031026005745,0.03780744762348625,highest,medium,United Republic of Tanzania
6599,35.0,-2.0,34.0,-2.0,34.0,-1.0,35.0,-1.0,35.0,-2.0,1.6460662707686424,0.019284032211645846,lowest,high,United Republic of Tanzania
6600,36.0,-2.0,35.0,-2.0,35.0,-1.0,36.0,-1.0,36.0,-2.0,9.145055462916691,0.005803056879703043,lowest,medium,Kenya
6601,37.0,-2.0,36.0,-2.0,36.0,-1.0,37.0,-1.0,37.0,-2.0,5.740395685036978,0.0159603685276477,lowest,medium,Kenya
6602,38.0,-2.0,37.0,-2.0,37.0,-1.0,38.0,-1.0,38.0,-2.0,1.0086169854427376,0.042851682196356856,lowest,medium,Kenya
6603,39.0,-2.0,38.0,-2.0,38.0,-1.0,39.0,-1.0,39.0,-2.0,7.115202707548936,0.010457970768588594,lowest,medium,Kenya
6604,40.0,-2.0,39.0,-2.0,39.0,-1.0,40.0,-1.0,40.0,-2.0,10.129061217109363,0.0008070923668020746,lowest,low,Kenya
6605,41.0,-2.0,40.0,-2.0,40.0,-1.0,41.0,-1.0,41.0,-2.0,6.014856447776159,0.0062866788357043455,lowest,low,Kenya
6606,42.0,-2.0,41.0,-2.0,41.0,-1.0,42.0,-1.0,42.0,-2.0,2.6799481362104416,0.001070525004650967,lowest,low,Kenya
6609,101.0,-2.0,100.0,-2.0,100.0,-1.0,101.0,-1.0,101.0,-2.0,31.79665406545003,0.006846271287805589,lowest,medium,Indonesia
6610,102.0,-2.0,101.0,-2.0,101.0,-1.0,102.0,-1.0,102.0,-2.0,36.785825093587235,0.029613380848742567,lowest,high,Indonesia
6611,103.0,-2.0,102.0,-2.0,102.0,-1.0,103.0,-1.0,103.0,-2.0,33.34542612234752,0.009230796086107645,lowest,highest,Indonesia
6612,104.0,-2.0,103.0,-2.0,103.0,-1.0,104.0,-1.0,104.0,-2.0,47.12397754192352,0.044107498647688675,lowest,highest,Indonesia
6613,105.0,-2.0,104.0,-2.0,104.0,-1.0,105.0,-1.0,105.0,-2.0,78.05043856302896,0.014342184035802055,lowest,high,Indonesia
6614,106.0,-2.0,105.0,-2.0,105.0,-1.0,106.0,-1.0,106.0,-2.0,74.03918703397116,0.01340928196397989,lowest,high,Indonesia
6615,107.0,-2.0,106.0,-2.0,106.0,-1.0,107.0,-1.0,107.0,-2.0,85.64169804255167,0.00931676598703193,medium,medium,Indonesia
6616,110.0,-2.0,109.0,-2.0,109.0,-1.0,110.0,-1.0,110.0,-2.0,91.85293316841125,3.046128940101036e-05,lowest,low,Indonesia
6617,111.0,-2.0,110.0,-2.0,110.0,-1.0,111.0,-1.0,111.0,-2.0,69.39480900764465,0.0065857588514330835,lowest,high,Indonesia
6618,112.0,-2.0,111.0,-2.0,111.0,-1.0,112.0,-1.0,112.0,-2.0,83.18858941396078,0.006440457910301177,medium,medium,Indonesia
6619,113.0,-2.0,112.0,-2.0,112.0,-1.0,113.0,-1.0,113.0,-2.0,63.72773249944051,0.008799114362079332,lowest,high,Indonesia
6620,114.0,-2.0,113.0,-2.0,113.0,-1.0,114.0,-1.0,114.0,-2.0,84.50002272923788,0.010286535004139556,lowest,high,Indonesia
6621,115.0,-2.0,114.0,-2.0,114.0,-1.0,115.0,-1.0,115.0,-2.0,83.33840370178223,0.009226014116082764,medium,medium,Indonesia
6622,116.0,-2.0,115.0,-2.0,115.0,-1.0,116.0,-1.0,116.0,-2.0,80.50533135732016,0.015936289478253814,lowest,high,Indonesia
6623,117.0,-2.0,116.0,-2.0,116.0,-1.0,117.0,-1.0,117.0,-2.0,64.42370017369589,0.0011139846041566498,lowest,high,Indonesia
6624,120.0,-2.0,119.0,-2.0,119.0,-1.0,120.0,-1.0,120.0,-2.0,86.22528910636902,0.013628086123192277,high,medium,Indonesia
6625,121.0,-2.0,120.0,-2.0,120.0,-1.0,121.0,-1.0,121.0,-2.0,86.48786346117654,0.012650067903565227,high,high,Indonesia
6626,122.0,-2.0,121.0,-2.0,121.0,-1.0,122.0,-1.0,122.0,-2.0,92.47702956199646,0.005700900556118235,medium,medium,Indonesia
6627,123.0,-2.0,122.0,-2.0,122.0,-1.0,123.0,-1.0,123.0,-2.0,72.21084833145142,0.0006356688001371724,lowest,high,Indonesia
6628,124.0,-2.0,123.0,-2.0,123.0,-1.0,124.0,-1.0,124.0,-2.0,63.715291023254395,0.00367755913562188,lowest,medium,Indonesia
6629,125.0,-2.0,124.0,-2.0,124.0,-1.0,125.0,-1.0,125.0,-2.0,99.58886106808981,0.0023231553471703965,low,lowest,Indonesia
6630,126.0,-2.0,125.0,-2.0,125.0,-1.0,126.0,-1.0,126.0,-2.0,99.9104599157969,0.0019248405737090025,low,lowest,Indonesia
6631,128.0,-2.0,127.0,-2.0,127.0,-1.0,128.0,-1.0,128.0,-2.0,98.78746469815573,0.0018509620454896963,low,lowest,Indonesia
6634,131.0,-2.0,130.0,-2.0,130.0,-1.0,131.0,-1.0,131.0,-2.0,93.35622588793436,0.00040647585407127974,lowest,,Indonesia
6635,132.0,-2.0,131.0,-2.0,131.0,-1.0,132.0,-1.0,132.0,-2.0,89.11915620168051,0.0005993068591708111,lowest,low,Indonesia
6636,133.0,-2.0,132.0,-2.0,132.0,-1.0,133.0,-1.0,133.0,-2.0,99.27885333697,0.001692223047451951,low,low,Indonesia
6640,137.0,-2.0,136.0,-2.0,136.0,-1.0,137.0,-1.0,137.0,-2.0,99.88827904065451,0.002095087040025865,low,low,Indonesia
6641,138.0,-2.0,137.0,-2.0,137.0,-1.0,138.0,-1.0,138.0,-2.0,68.09724966684976,0.00020223614432441001,lowest,low,Indonesia
6642,-80.0,-3.0,-81.0,-3.0,-81.0,-2.0,-80.0,-2.0,-80.0,-3.0,88.73112003008524,0.025977645393737387,high,low,Ecuador
6643,-79.0,-3.0,-80.0,-3.0,-80.0,-2.0,-79.0,-2.0,-79.0,-3.0,26.3320654630661,0.05172522189237483,highest,medium,Ecuador
6644,-78.0,-3.0,-79.0,-3.0,-79.0,-2.0,-78.0,-2.0,-78.0,-3.0,1.7906472086906433,0.018050804619633452,high,medium,Ecuador
6647,-66.0,-3.0,-67.0,-3.0,-67.0,-2.0,-66.0,-2.0,-66.0,-3.0,99.99999205271402,0.0011767858810933548,lowest,lowest,Brazil
6652,-57.0,-3.0,-58.0,-3.0,-58.0,-2.0,-57.0,-2.0,-57.0,-3.0,72.49517440795898,0.0028066096536587867,low,lowest,Brazil
6653,-56.0,-3.0,-57.0,-3.0,-57.0,-2.0,-56.0,-2.0,-56.0,-3.0,24.321687718232475,0.003935815422534368,low,lowest,Brazil
6655,-54.0,-3.0,-55.0,-3.0,-55.0,-2.0,-54.0,-2.0,-54.0,-3.0,99.96080795923868,0.00897838568890536,medium,,Brazil
6656,-52.0,-3.0,-53.0,-3.0,-53.0,-2.0,-52.0,-2.0,-52.0,-3.0,1.1679983067248636,0.0035798134198795377,low,lowest,Brazil
6660,-48.0,-3.0,-49.0,-3.0,-49.0,-2.0,-48.0,-2.0,-48.0,-3.0,64.893239736557,0.0043171698688097985,low,lowest,Brazil
6661,-47.0,-3.0,-48.0,-3.0,-48.0,-2.0,-47.0,-2.0,-47.0,-3.0,37.05570300420125,0.004195595516996516,low,low,Brazil
6662,-46.0,-3.0,-47.0,-3.0,-47.0,-2.0,-46.0,-2.0,-46.0,-3.0,99.54139391581217,0.0009930037208938673,lowest,lowest,Brazil
6663,-45.0,-3.0,-46.0,-3.0,-46.0,-2.0,-45.0,-2.0,-45.0,-3.0,6.801098833481471,0.011321904638413283,high,lowest,Brazil
6664,-44.0,-3.0,-45.0,-3.0,-45.0,-2.0,-44.0,-2.0,-44.0,-3.0,97.80806303024292,0.0542379447965334,highest,lowest,Brazil
6667,-41.0,-3.0,-42.0,-3.0,-42.0,-2.0,-41.0,-2.0,-41.0,-3.0,99.9475359916687,0.009793075227012131,medium,low,Brazil
6668,-40.0,-3.0,-41.0,-3.0,-41.0,-2.0,-40.0,-2.0,-40.0,-3.0,99.20993645985922,0.009729297531565293,medium,medium,Brazil
6669,-39.0,-3.0,-40.0,-3.0,-40.0,-2.0,-39.0,-2.0,-39.0,-3.0,99.72025354703268,0.005054065199178479,medium,low,Brazil
6670,11.0,-3.0,10.0,-3.0,10.0,-2.0,11.0,-2.0,11.0,-3.0,96.20709419250488,0.0008994543679192376,lowest,lowest,Gabon
6671,12.0,-3.0,11.0,-3.0,11.0,-2.0,12.0,-2.0,12.0,-3.0,98.52479298909506,0.0013811787658489908,lowest,lowest,Gabon
6672,13.0,-3.0,12.0,-3.0,12.0,-2.0,13.0,-2.0,13.0,-3.0,91.73480470975241,0.0030270644903203983,low,lowest,Congo
6674,16.0,-3.0,15.0,-3.0,15.0,-2.0,16.0,-2.0,16.0,-3.0,99.90842342376709,0.0014918479015598803,lowest,lowest,Congo
6675,17.0,-3.0,16.0,-3.0,16.0,-2.0,17.0,-2.0,17.0,-3.0,99.9160865942637,0.005024722680680068,medium,lowest,Democratic Republic of the Congo
6677,19.0,-3.0,18.0,-3.0,18.0,-2.0,19.0,-2.0,19.0,-3.0,99.69875613848367,0.003849511807225686,low,lowest,Democratic Republic of the Congo
6679,21.0,-3.0,20.0,-3.0,20.0,-2.0,21.0,-2.0,21.0,-3.0,57.88532296816508,0.002447858647556274,low,lowest,Democratic Republic of the Congo
6681,26.0,-3.0,25.0,-3.0,25.0,-2.0,26.0,-2.0,26.0,-3.0,63.333882888158165,0.009424179817280427,medium,low,Democratic Republic of the Congo
6682,27.0,-3.0,26.0,-3.0,26.0,-2.0,27.0,-2.0,27.0,-3.0,69.15017167727152,0.0067572167595863,medium,lowest,Democratic Republic of the Congo
6683,29.0,-3.0,28.0,-3.0,28.0,-2.0,29.0,-2.0,29.0,-3.0,54.66900964577993,0.07723136229229462,highest,medium,Democratic Republic of the Congo
6684,30.0,-3.0,29.0,-3.0,29.0,-2.0,30.0,-2.0,30.0,-3.0,3.0264711007475853,0.18211273252780164,lowest,highest,Rwanda
6685,31.0,-3.0,30.0,-3.0,30.0,-2.0,31.0,-2.0,31.0,-3.0,1.7969948550065358,0.0910979992341303,lowest,highest,United Republic of Tanzania
6686,32.0,-3.0,31.0,-3.0,31.0,-2.0,32.0,-2.0,32.0,-3.0,22.73449649413427,0.029072601025814555,high,medium,United Republic of Tanzania
6687,33.0,-3.0,32.0,-3.0,32.0,-2.0,33.0,-2.0,33.0,-3.0,14.875587075948715,0.07045328859134876,highest,medium,United Republic of Tanzania
6688,34.0,-3.0,33.0,-3.0,33.0,-2.0,34.0,-2.0,34.0,-3.0,1.2649092202385268,0.05053603694941162,highest,medium,United Republic of Tanzania
6689,35.0,-3.0,34.0,-3.0,34.0,-2.0,35.0,-2.0,35.0,-3.0,0.6645677067960303,0.01653581362135189,high,medium,United Republic of Tanzania
6690,36.0,-3.0,35.0,-3.0,35.0,-2.0,36.0,-2.0,36.0,-3.0,86.27601861953735,0.005760875482075605,medium,lowest,United Republic of Tanzania
6691,37.0,-3.0,36.0,-3.0,36.0,-2.0,37.0,-2.0,37.0,-3.0,13.998830566803614,0.018722872234019763,high,low,United Republic of Tanzania
6692,38.0,-3.0,37.0,-3.0,37.0,-2.0,38.0,-2.0,38.0,-3.0,13.492119312286377,0.03663589127616056,highest,low,Kenya
6693,39.0,-3.0,38.0,-3.0,38.0,-2.0,39.0,-2.0,39.0,-3.0,11.36288543542226,0.004873700492935541,lowest,low,Kenya
6694,40.0,-3.0,39.0,-3.0,39.0,-2.0,40.0,-2.0,40.0,-3.0,0.6778746222456296,0.0044425258835500605,lowest,medium,Kenya
6695,41.0,-3.0,40.0,-3.0,40.0,-2.0,41.0,-2.0,41.0,-3.0,10.791686922311783,0.013251625653402547,high,low,Kenya
6696,101.0,-3.0,100.0,-3.0,100.0,-2.0,101.0,-2.0,101.0,-3.0,94.86608107884726,0.0008521610795595349,lowest,medium,Indonesia
6697,102.0,-3.0,101.0,-3.0,101.0,-2.0,102.0,-2.0,102.0,-3.0,76.12764835357666,0.012521655660076155,lowest,high,Indonesia
6698,103.0,-3.0,102.0,-3.0,102.0,-2.0,103.0,-2.0,103.0,-3.0,42.32528110345204,0.029299089696909482,lowest,highest,Indonesia
6699,104.0,-3.0,103.0,-3.0,103.0,-2.0,104.0,-2.0,104.0,-3.0,48.03496996561687,0.005440526390066874,lowest,highest,Indonesia
6700,105.0,-3.0,104.0,-3.0,104.0,-2.0,105.0,-2.0,105.0,-3.0,59.94668404261271,0.07869602427574203,lowest,high,Indonesia
6701,106.0,-3.0,105.0,-3.0,105.0,-2.0,106.0,-2.0,106.0,-3.0,64.93445634841919,0.017928430351446176,lowest,high,Indonesia
6702,107.0,-3.0,106.0,-3.0,106.0,-2.0,107.0,-2.0,107.0,-3.0,63.18136056264242,0.010586727125573337,lowest,high,Indonesia
6703,108.0,-3.0,107.0,-3.0,107.0,-2.0,108.0,-2.0,108.0,-3.0,94.99803384145102,0.007117087965683992,medium,medium,Indonesia
6704,109.0,-3.0,108.0,-3.0,108.0,-2.0,109.0,-2.0,109.0,-3.0,81.0992181301117,0.002531662376820147,lowest,medium,Indonesia
6705,111.0,-3.0,110.0,-3.0,110.0,-2.0,111.0,-2.0,111.0,-3.0,64.78250622749329,0.0023110170037251554,lowest,high,Indonesia
6706,112.0,-3.0,111.0,-3.0,111.0,-2.0,112.0,-2.0,112.0,-3.0,74.04389182726541,0.0020101320465943343,lowest,high,Indonesia
6707,113.0,-3.0,112.0,-3.0,112.0,-2.0,113.0,-2.0,113.0,-3.0,67.55260427792868,0.002447790604666777,lowest,high,Indonesia
6708,114.0,-3.0,113.0,-3.0,113.0,-2.0,114.0,-2.0,114.0,-3.0,79.07878756523132,0.00399908994678316,lowest,medium,Indonesia
6709,115.0,-3.0,114.0,-3.0,114.0,-2.0,115.0,-2.0,115.0,-3.0,94.91374095280966,0.03645614868596657,highest,high,Indonesia
6710,116.0,-3.0,115.0,-3.0,115.0,-2.0,116.0,-2.0,116.0,-3.0,74.18259183565775,0.03774230921407839,lowest,high,Indonesia
6711,117.0,-3.0,116.0,-3.0,116.0,-2.0,117.0,-2.0,117.0,-3.0,80.27108907699585,0.005435105746535864,lowest,high,Indonesia
6712,119.0,-3.0,118.0,-3.0,118.0,-2.0,119.0,-2.0,119.0,-3.0,91.42141938209534,0.0058479532086707035,medium,low,Indonesia
6713,120.0,-3.0,119.0,-3.0,119.0,-2.0,120.0,-2.0,120.0,-3.0,80.60936133066812,0.03353561758775031,highest,medium,Indonesia
6714,121.0,-3.0,120.0,-3.0,120.0,-2.0,121.0,-2.0,121.0,-3.0,48.987480004628495,0.018322844987325275,high,high,Indonesia
6715,122.0,-3.0,121.0,-3.0,121.0,-2.0,122.0,-2.0,122.0,-3.0,87.49416867891946,0.009718740584429916,medium,medium,Indonesia
6717,128.0,-3.0,127.0,-3.0,127.0,-2.0,128.0,-2.0,128.0,-3.0,95.76330184936523,0.0011433968458165523,lowest,lowest,Indonesia
6718,129.0,-3.0,128.0,-3.0,128.0,-2.0,129.0,-2.0,129.0,-3.0,99.91255601247153,0.006182241934282699,medium,low,Indonesia
6719,130.0,-3.0,129.0,-3.0,129.0,-2.0,130.0,-2.0,130.0,-3.0,79.2621910572052,0.008061771047012615,medium,low,Indonesia
6721,134.0,-3.0,133.0,-3.0,133.0,-2.0,134.0,-2.0,134.0,-3.0,99.97872114181519,0.0014126503977374108,lowest,low,Indonesia
6725,140.0,-3.0,139.0,-3.0,139.0,-2.0,140.0,-2.0,140.0,-3.0,85.94011863072714,0.00199255750932143,low,low,Indonesia
6726,141.0,-3.0,140.0,-3.0,140.0,-2.0,141.0,-2.0,141.0,-3.0,97.1572975317637,0.010825967183417686,medium,low,Indonesia
6727,142.0,-3.0,141.0,-3.0,141.0,-2.0,142.0,-2.0,142.0,-3.0,92.95699199040732,0.0013913768771417387,lowest,lowest,Papua New Guinea
6730,-80.0,-4.0,-81.0,-4.0,-81.0,-3.0,-80.0,-3.0,-80.0,-4.0,17.823721965154014,0.013656726035399492,high,low,Peru
6731,-79.0,-4.0,-80.0,-4.0,-80.0,-3.0,-79.0,-3.0,-79.0,-4.0,24.66425746679306,0.017788984008647535,high,medium,Ecuador
6732,-78.0,-4.0,-79.0,-4.0,-79.0,-3.0,-78.0,-3.0,-78.0,-4.0,1.4166434605916343,0.0025573458697055952,low,low,Ecuador
6738,-60.0,-4.0,-61.0,-4.0,-61.0,-3.0,-60.0,-3.0,-60.0,-4.0,99.91535544395447,0.0018060801579317335,low,lowest,Brazil
6739,-59.0,-4.0,-60.0,-4.0,-60.0,-3.0,-59.0,-3.0,-59.0,-4.0,98.58772357304892,0.00239645825146307,low,lowest,Brazil
6741,-56.0,-4.0,-57.0,-4.0,-57.0,-3.0,-56.0,-3.0,-56.0,-4.0,75.59024194876352,0.0006550321659641995,lowest,lowest,Brazil
6742,-53.0,-4.0,-54.0,-4.0,-54.0,-3.0,-53.0,-3.0,-53.0,-4.0,12.99292246500651,0.0014618819095223961,lowest,lowest,Brazil
